,formula,convg_bare,tot_E_bare,DE_bare,DG_bare,bare_mag,nsteps_bare,struc_bare,time_bare,convg_OOH,tot_E_OOH,DE_OOH,DG_OOH,OOH_mag,OOH_dmag,nsteps_OOH,struc_OOH,time_OOH,convg_O,tot_E_O,DE_O,DG_O,O_mag,O_dmag,nsteps_O,struc_O,time_O,convg_OH,tot_E_OH,DE_OH,DG_OH,OH_mag,OH_dmag,nsteps_OH,struc_OH,time_OH
28,NaReO3,True,-389.9078,0,0,1.179,1,"Atoms(symbols='Na8O32Re12', pbc=True, cell=[7.775228, 7.775228, 24.719034999999998], constraint=FixAtoms(indices=[0, 2, 4, 6, 8, 9, 10, 11, 12, 16, 17, 18, 19, 20, 24, 25, 26, 27, 28, 32, 33, 34, 35, 36, 40, 41, 43, 44, 46, 47, 49, 50]))",NaN,True,-406.086,2.104,2.449,0.598,-0.581,70,"Atoms(symbols='HNa8O34Re12', pbc=True, cell=[7.775228, 7.775228, 24.719034999999998], constraint=FixAtoms(indices=[1, 3, 5, 7, 9, 10, 11, 12, 13, 17, 18, 19, 20, 21, 25, 26, 27, 28, 29, 33, 34, 35, 36, 37, 43, 44, 46, 47, 49, 50, 52, 53]))",NaN,True,-398.0736,-0.717,-0.697,1.234,0.055,53,"Atoms(symbols='Na8O33Re12', pbc=True, cell=[7.775228, 7.775228, 24.719034999999998], constraint=FixAtoms(indices=[0, 2, 4, 6, 8, 9, 10, 11, 12, 16, 17, 18, 19, 20, 24, 25, 26, 27, 28, 32, 33, 34, 35, 36, 41, 42, 44, 45, 47, 48, 50, 51]))",NaN,True,-401.8673,-1.126,-0.831,0.674,-0.505,37,"Atoms(symbols='HNa8O33Re12', pbc=True, cell=[7.775228, 7.775228, 24.719034999999998], constraint=FixAtoms(indices=[1, 3, 5, 7, 9, 10, 11, 12, 13, 17, 18, 19, 20, 21, 25, 26, 27, 28, 29, 33, 34, 35, 36, 37, 42, 43, 45, 46, 48, 49, 51, 52]))",NaN
29,SrMnO3,True,-347.3522,0,0,36.466,1,"Atoms(symbols='Mn12O32Sr8', pbc=True, cell=[7.754872782078372, 7.756744783981638, 24.695263396796967], constraint=FixAtoms(indices=[0, 1, 3, 4, 6, 7, 9, 10, 12, 13, 14, 15, 17, 20, 21, 22, 23, 25, 28, 29, 30, 31, 33, 36, 37, 38, 39, 41, 44, 46, 48, 50]))",NaN,True,-360.4703,5.164,5.509,22.298,-14.168,68,"Atoms(symbols='HMn12O34Sr8', pbc=True, cell=[7.754872782078372, 7.756744783981638, 24.695263396796967], constraint=FixAtoms(indices=[1, 2, 4, 5, 7, 8, 10, 11, 13, 14, 15, 16, 18, 21, 22, 23, 24, 26, 29, 30, 31, 32, 34, 37, 38, 39, 40, 42, 47, 49, 51, 53]))",NaN,True,-350.173,4.628,4.648,14.883,-21.583,92,"Atoms(symbols='Mn12O33Sr8', pbc=True, cell=[7.754872782078372, 7.756744783981638, 24.695263396796967], constraint=FixAtoms(indices=[0, 1, 3, 4, 6, 7, 9, 10, 12, 13, 14, 15, 17, 20, 21, 22, 23, 25, 28, 29, 30, 31, 33, 36, 37, 38, 39, 41, 45, 47, 49, 51]))",NaN,True,-355.9328,2.253,2.548,21.566,-14.9,96,"Atoms(symbols='HMn12O33Sr8', pbc=True, cell=[7.754872782078372, 7.756744783981638, 24.695263396796967], constraint=FixAtoms(indices=[1, 2, 4, 5, 7, 8, 10, 11, 13, 14, 15, 16, 18, 21, 22, 23, 24, 26, 29, 30, 31, 32, 34, 37, 38, 39, 40, 42, 46, 48, 50, 52]))",NaN
30,CaFeO3,True,-320.8286,0,0,53.463,1,"Atoms(symbols='Ca8Fe12O32', pbc=True, cell=[7.656635735157808, 7.656635735157808, 24.570794668947258], constraint=FixAtoms(indices=[0, 2, 4, 6, 8, 9, 11, 12, 14, 15, 17, 18, 20, 21, 22, 24, 25, 28, 29, 30, 32, 33, 36, 37, 38, 40, 41, 44, 45, 46, 48, 49]))",NaN,True,-334.5296,4.581,4.926,54.403,0.94,71,"Atoms(symbols='Ca8Fe12HO34', pbc=True, cell=[7.656635735157808, 7.656635735157808, 24.570794668947258], constraint=FixAtoms(indices=[0, 2, 4, 6, 8, 9, 11, 12, 14, 15, 17, 18, 21, 22, 23, 25, 26, 29, 30, 31, 33, 34, 37, 38, 39, 41, 42, 45, 46, 47, 49, 50]))",NaN,True,-324.02,4.257,4.277,53.06,-0.402,55,"Atoms(symbols='Ca8Fe12O33', pbc=True, cell=[7.656635735157808, 7.656635735157808, 24.570794668947258], constraint=FixAtoms(indices=[0, 2, 4, 6, 8, 9, 11, 12, 14, 15, 17, 18, 20, 21, 22, 24, 25, 28, 29, 30, 32, 33, 36, 37, 38, 40, 41, 44, 45, 46, 48, 49]))",NaN,True,-330.0309,1.632,1.927,53.039,-0.424,55,"Atoms(symbols='Ca8Fe12HO33', pbc=True, cell=[7.656635735157808, 7.656635735157808, 24.570794668947258], constraint=FixAtoms(indices=[0, 2, 4, 6, 8, 9, 11, 12, 14, 15, 17, 18, 21, 22, 23, 25, 26, 29, 30, 31, 33, 34, 37, 38, 39, 41, 42, 45, 46, 47, 49, 50]))",NaN
31,SrZrO3,True,-436.8764,0,0,0.0,1,"Atoms(symbols='O32Sr8Zr12', pbc=True, cell=[8.350077368565225, 8.350077368565225, 25.43759671070653], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 8, 9, 10, 11, 12, 16, 17, 18, 19, 20, 24, 25, 26, 27, 28, 32, 34, 36, 38, 40, 41, 43, 44, 46, 47, 49, 50]))",NaN,True,-450.9672,4.192,4.537,0.659,0.659,51,"Atoms(symbols='HO34Sr8Zr12', pbc=True, cell=[8.350077368565225, 8.350077368565225, 25.43759671070653], constraint=FixAtoms(indices=[1, 2, 3, 4, 5, 9, 10, 11, 12, 13, 17, 18, 19, 20, 21, 25, 26, 27, 28, 29, 35, 37, 39, 41, 43, 44, 46, 47, 49, 50, 52, 53]))",NaN,True,-440.3106,4.014,4.034,1.528,1.528,23,"Atoms(symbols='O33Sr8Zr12', pbc=True, cell=[8.350077368565225, 8.350077368565225, 25.43759671070653], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 8, 9, 10, 11, 12, 16, 17, 18, 19, 20, 24, 25, 26, 27, 28, 33, 35, 37, 39, 41, 42, 44, 45, 47, 48, 50, 51]))",NaN,True,-446.8549,0.856,1.151,0.059,0.059,123,"Atoms(symbols='HO33Sr8Zr12', pbc=True, cell=[8.350077368565225, 8.350077368565225, 25.43759671070653], constraint=FixAtoms(indices=[1, 2, 3, 4, 5, 9, 10, 11, 12, 13, 17, 18, 19, 20, 21, 25, 26, 27, 28, 29, 34, 36, 38, 40, 42, 43, 45, 46, 48, 49, 51, 52]))",NaN
32,NaWO3,True,-336.7408,0,0,16.0,34,"Atoms(symbols='Na8O32W12', pbc=True, cell=[7.939176, 7.939176, 24.92397], constraint=FixAtoms(indices=[0, 2, 4, 6, 8, 9, 10, 12, 13, 16, 17, 18, 20, 21, 24, 25, 26, 28, 29, 32, 33, 34, 36, 37, 40, 41, 43, 44, 46, 47, 49, 50]))",NaN,True,-353.6406,1.383,1.728,15.0,-1.0,175,"Atoms(symbols='HNa8O34W12', pbc=True, cell=[7.939176, 7.939176, 24.92397], constraint=FixAtoms(indices=[1, 3, 5, 7, 9, 10, 11, 13, 14, 17, 18, 19, 21, 22, 25, 26, 27, 29, 30, 33, 34, 35, 37, 38, 43, 44, 46, 47, 49, 50, 52, 53]))",NaN,True,-345.7865,-1.597,-1.577,12.0,-4.0,43,"Atoms(symbols='Na8O33W12', pbc=True, cell=[7.939176, 7.939176, 24.92397], constraint=FixAtoms(indices=[0, 2, 4, 6, 8, 9, 10, 12, 13, 16, 17, 18, 20, 21, 24, 25, 26, 28, 29, 32, 33, 34, 36, 37, 41, 42, 44, 45, 47, 48, 50, 51]))",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
33,RbTaO3,True,-433.1057,0,0,-0.0,1,"Atoms(symbols='O32Rb8Ta12', pbc=True, cell=[8.13882005058232, 8.13882005058232, 25.1735250632279], constraint=FixAtoms(indices=[0, 1, 2, 4, 5, 8, 9, 10, 12, 13, 16, 17, 18, 20, 21, 24, 25, 26, 28, 29, 32, 34, 36, 38, 40, 41, 43, 44, 46, 47, 49, 50]))",NaN,True,-449.1138,2.274,2.619,0.993,0.993,91,"Atoms(symbols='HO34Rb8Ta12', pbc=True, cell=[8.13882005058232, 8.13882005058232, 25.1735250632279], constraint=FixAtoms(indices=[1, 2, 3, 5, 6, 9, 10, 11, 13, 14, 17, 18, 19, 21, 22, 25, 26, 27, 29, 30, 35, 37, 39, 41, 43, 44, 46, 47, 49, 50, 52, 53]))",NaN,True,-441.1915,-0.637,-0.617,1.602,1.602,73,"Atoms(symbols='O33Rb8Ta12', pbc=True, cell=[8.13882005058232, 8.13882005058232, 25.1735250632279], constraint=FixAtoms(indices=[0, 1, 2, 4, 5, 8, 9, 10, 12, 13, 16, 17, 18, 20, 21, 24, 25, 26, 28, 29, 33, 35, 37, 39, 41, 42, 44, 45, 47, 48, 50, 51]))",NaN,True,-445.2313,-1.292,-0.997,0.999,0.999,82,"Atoms(symbols='HO33Rb8Ta12', pbc=True, cell=[8.13882005058232, 8.13882005058232, 25.1735250632279], constraint=FixAtoms(indices=[1, 2, 3, 5, 6, 9, 10, 11, 13, 14, 17, 18, 19, 21, 22, 25, 26, 27, 29, 30, 34, 36, 38, 40, 42, 43, 45, 46, 48, 49, 51, 52]))",NaN
34,SrCoO3,True,-297.5497,0,0,40.892,1,"Atoms(symbols='Co12O32Sr8', pbc=True, cell=[7.69425617382841, 7.69425617382841, 24.617820217285512], constraint=FixAtoms(indices=[0, 1, 3, 4, 6, 7, 9, 10, 12, 13, 14, 15, 16, 20, 21, 22, 23, 24, 28, 29, 30, 31, 32, 36, 37, 38, 39, 40, 44, 46, 48, 50]))",NaN,True,-311.9163,3.916,4.261,40.256,-0.637,100,"Atoms(symbols='Co12HO34Sr8', pbc=True, cell=[7.69425617382841, 7.69425617382841, 24.617820217285512], constraint=FixAtoms(indices=[0, 1, 3, 4, 6, 7, 9, 10, 13, 14, 15, 16, 17, 21, 22, 23, 24, 25, 29, 30, 31, 32, 33, 37, 38, 39, 40, 41, 47, 49, 51, 53]))",NaN,True,-301.8816,3.116,3.136,40.821,-0.072,51,"Atoms(symbols='Co12O33Sr8', pbc=True, cell=[7.69425617382841, 7.69425617382841, 24.617820217285512], constraint=FixAtoms(indices=[0, 1, 3, 4, 6, 7, 9, 10, 12, 13, 14, 15, 16, 20, 21, 22, 23, 24, 28, 29, 30, 31, 32, 36, 37, 38, 39, 40, 45, 47, 49, 51]))",NaN,True,-307.516,0.868,1.163,40.519,-0.374,15,"Atoms(symbols='Co12HO33Sr8', pbc=True, cell=[7.69425617382841, 7.69425617382841, 24.617820217285512], constraint=FixAtoms(indices=[0, 1, 3, 4, 6, 7, 9, 10, 13, 14, 15, 16, 17, 21, 22, 23, 24, 25, 29, 30, 31, 32, 33, 37, 38, 39, 40, 41, 46, 48, 50, 52]))",NaN
35,SrTaO3,True,-449.5141,0,0,3.837,1,"Atoms(symbols='O32Sr8Ta12', pbc=True, cell=[8.133756, 8.133756, 25.167195], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 8, 9, 10, 11, 12, 16, 17, 18, 19, 20, 24, 25, 26, 27, 28, 32, 34, 36, 38, 40, 41, 43, 44, 46, 47, 49, 50]))",NaN,True,-473.0073,-5.211,-4.866,1.566,-2.27,172,"Atoms(symbols='HO34Sr8Ta12', pbc=True, cell=[8.133756, 8.133756, 25.167195], constraint=FixAtoms(indices=[1, 2, 3, 4, 5, 9, 10, 11, 12, 13, 17, 18, 19, 20, 21, 25, 26, 27, 28, 29, 35, 37, 39, 41, 43, 44, 46, 47, 49, 50, 52, 53]))",NaN,True,-459.7656,-2.803,-2.783,2.415,-1.421,53,"Atoms(symbols='O33Sr8Ta12', pbc=True, cell=[8.133756, 8.133756, 25.167195], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 8, 9, 10, 11, 12, 16, 17, 18, 19, 20, 24, 25, 26, 27, 28, 33, 35, 37, 39, 41, 42, 44, 45, 47, 48, 50, 51]))",NaN,True,-462.6657,-2.318,-2.023,3.124,-0.713,66,"Atoms(symbols='HO33Sr8Ta12', pbc=True, cell=[8.133756, 8.133756, 25.167195], constraint=FixAtoms(indices=[1, 2, 3, 4, 5, 9, 10, 11, 12, 13, 17, 18, 19, 20, 21, 25, 26, 27, 28, 29, 34, 36, 38, 40, 42, 43, 45, 46, 48, 49, 51, 52]))",NaN
36,KZrO3,True,-399.6309,0,0,5.241,1,"Atoms(symbols='K8O32Zr12', pbc=True, cell=[8.44163813369826, 8.44163813369826, 25.552047667122828], constraint=FixAtoms(indices=[0, 2, 4, 6, 8, 9, 10, 11, 12, 16, 17, 18, 19, 20, 24, 25, 26, 27, 28, 32, 33, 34, 35, 36, 40, 41, 43, 44, 46, 47, 49, 50]))",NaN,True,-413.4338,4.48,4.825,8.241,3.0,123,"Atoms(symbols='HK8O34Zr12', pbc=True, cell=[8.44163813369826, 8.44163813369826, 25.552047667122828], constraint=FixAtoms(indices=[1, 3, 5, 7, 9, 10, 11, 12, 13, 17, 18, 19, 20, 21, 25, 26, 27, 28, 29, 33, 34, 35, 36, 37, 43, 44, 46, 47, 49, 50, 52, 53]))",NaN,True,-402.5835,4.496,4.516,9.662,4.421,20,"Atoms(symbols='K8O33Zr12', pbc=True, cell=[8.44163813369826, 8.44163813369826, 25.552047667122828], constraint=FixAtoms(indices=[0, 2, 4, 6, 8, 9, 10, 11, 12, 16, 17, 18, 19, 20, 24, 25, 26, 27, 28, 32, 33, 34, 35, 36, 41, 42, 44, 45, 47, 48, 50, 51]))",NaN,True,-408.7531,1.712,2.007,8.483,3.242,114,"Atoms(symbols='HK8O33Zr12', pbc=True, cell=[8.44163813369826, 8.44163813369826, 25.552047667122828], constraint=FixAtoms(indices=[1, 3, 5, 7, 9, 10, 11, 12, 13, 17, 18, 19, 20, 21, 25, 26, 27, 28, 29, 33, 34, 35, 36, 37, 42, 43, 45, 46, 48, 49, 51, 52]))",NaN
37,CaTiO3,True,-419.9574,0,0,0.0,1,"Atoms(symbols='Ca8O32Ti12', pbc=True, cell=[7.778942, 7.778942, 24.7236775], constraint=FixAtoms(indices=[0, 2, 4, 6, 8, 9, 10, 11, 12, 16, 17, 18, 19, 20, 24, 25, 26, 27, 28, 32, 33, 34, 35, 36, 40, 41, 43, 44, 46, 47, 49, 50]))",NaN,True,-433.8926,4.347,4.692,-0.684,-0.684,98,"Atoms(symbols='Ca8HO34Ti12', pbc=True, cell=[7.778942, 7.778942, 24.7236775], constraint=FixAtoms(indices=[0, 2, 4, 6, 9, 10, 11, 12, 13, 17, 18, 19, 20, 21, 25, 26, 27, 28, 29, 33, 34, 35, 36, 37, 43, 44, 46, 47, 49, 50, 52, 53]))",NaN,True,-423.5146,3.891,3.911,0.982,0.982,41,"Atoms(symbols='Ca8O33Ti12', pbc=True, cell=[7.778942, 7.778942, 24.7236775], constraint=FixAtoms(indices=[0, 2, 4, 6, 8, 9, 10, 11, 12, 16, 17, 18, 19, 20, 24, 25, 26, 27, 28, 32, 33, 34, 35, 36, 41, 42, 44, 45, 47, 48, 50, 51]))",NaN,True,-429.8231,0.968,1.263,0.0,0.0,78,"Atoms(symbols='Ca8HO33Ti12', pbc=True, cell=[7.778942, 7.778942, 24.7236775], constraint=FixAtoms(indices=[0, 2, 4, 6, 9, 10, 11, 12, 13, 17, 18, 19, 20, 21, 25, 26, 27, 28, 29, 33, 34, 35, 36, 37, 42, 43, 45, 46, 48, 49, 51, 52]))",NaN
38,NaRuO3,True,-329.3751,0,0,7.614,17,"Atoms(symbols='Na8O32Ru12', pbc=True, cell=[7.687445743854755, 7.687445743854755, 24.609307179818444], constraint=FixAtoms(indices=[0, 2, 4, 6, 8, 9, 10, 11, 12, 16, 17, 18, 19, 20, 24, 25, 26, 27, 28, 32, 33, 34, 35, 36, 40, 41, 43, 44, 46, 47, 49, 50]))",NaN,True,-344.1982,3.459,3.804,7.448,-0.166,63,"Atoms(symbols='HNa8O34Ru12', pbc=True, cell=[7.687445743854755, 7.687445743854755, 24.609307179818444], constraint=FixAtoms(indices=[1, 3, 5, 7, 9, 10, 11, 12, 13, 17, 18, 19, 20, 21, 25, 26, 27, 28, 29, 33, 34, 35, 36, 37, 43, 44, 46, 47, 49, 50, 52, 53]))",NaN,True,-334.9729,1.851,1.871,6.558,-1.056,50,"Atoms(symbols='Na8O33Ru12', pbc=True, cell=[7.687445743854755, 7.687445743854755, 24.609307179818444], constraint=FixAtoms(indices=[0, 2, 4, 6, 8, 9, 10, 11, 12, 16, 17, 18, 19, 20, 24, 25, 26, 27, 28, 32, 33, 34, 35, 36, 41, 42, 44, 45, 47, 48, 50, 51]))",NaN,True,-339.7585,0.451,0.746,7.917,0.303,35,"Atoms(symbols='HNa8O33Ru12', pbc=True, cell=[7.687445743854755, 7.687445743854755, 24.609307179818444], constraint=FixAtoms(indices=[1, 3, 5, 7, 9, 10, 11, 12, 13, 17, 18, 19, 20, 21, 25, 26, 27, 28, 29, 33, 34, 35, 36, 37, 42, 43, 45, 46, 48, 49, 51, 52]))",NaN
39,LiTcO3,True,-371.0916,0,0,0.296,1,"Atoms(symbols='Li8O32Tc12', pbc=True, cell=[7.647182026432477, 7.647182026432477, 24.558977533040597], constraint=FixAtoms(indices=[0, 2, 4, 6, 8, 9, 10, 11, 12, 16, 17, 18, 19, 20, 24, 25, 26, 27, 28, 32, 33, 34, 35, 36, 40, 41, 43, 44, 46, 47, 49, 50]))",NaN,True,-386.3682,3.006,3.351,-0.11,-0.406,81,"Atoms(symbols='HLi8O34Tc12', pbc=True, cell=[7.647182026432477, 7.647182026432477, 24.558977533040597], constraint=FixAtoms(indices=[1, 3, 5, 7, 9, 10, 11, 12, 13, 17, 18, 19, 20, 21, 25, 26, 27, 28, 29, 33, 34, 35, 36, 37, 43, 44, 46, 47, 49, 50, 52, 53]))",NaN,True,-377.9386,0.601,0.621,0.391,0.095,49,"Atoms(symbols='Li8O33Tc12', pbc=True, cell=[7.647182026432477, 7.647182026432477, 24.558977533040597], constraint=FixAtoms(indices=[0, 2, 4, 6, 8, 9, 10, 11, 12, 16, 17, 18, 19, 20, 24, 25, 26, 27, 28, 32, 33, 34, 35, 36, 41, 42, 44, 45, 47, 48, 50, 51]))",NaN,True,-382.0685,-0.143,0.152,-0.181,-0.477,32,"Atoms(symbols='HLi8O33Tc12', pbc=True, cell=[7.647182026432477, 7.647182026432477, 24.558977533040597], constraint=FixAtoms(indices=[1, 3, 5, 7, 9, 10, 11, 12, 13, 17, 18, 19, 20, 21, 25, 26, 27, 28, 29, 33, 34, 35, 36, 37, 42, 43, 45, 46, 48, 49, 51, 52]))",NaN
40,SrPdO3,True,-279.8673,0,0,13.908,1,"Atoms(symbols='O32Pd12Sr8', pbc=True, cell=[8.029992124445425, 8.029992124445425, 25.03749015555678], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 8, 9, 10, 11, 12, 16, 17, 18, 19, 20, 24, 25, 26, 27, 28, 32, 33, 35, 36, 38, 39, 41, 42, 44, 46, 48, 50]))",NaN,True,-294.7536,3.396,3.741,11.199,-2.709,172,"Atoms(symbols='HO34Pd12Sr8', pbc=True, cell=[8.029992124445425, 8.029992124445425, 25.03749015555678], constraint=FixAtoms(indices=[1, 2, 3, 4, 5, 9, 10, 11, 12, 13, 17, 18, 19, 20, 21, 25, 26, 27, 28, 29, 35, 36, 38, 39, 41, 42, 44, 45, 47, 49, 51, 53]))",NaN,True,-284.1594,3.156,3.176,14.561,0.653,63,"Atoms(symbols='O33Pd12Sr8', pbc=True, cell=[8.029992124445425, 8.029992124445425, 25.03749015555678], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 8, 9, 10, 11, 12, 16, 17, 18, 19, 20, 24, 25, 26, 27, 28, 33, 34, 36, 37, 39, 40, 42, 43, 45, 47, 49, 51]))",NaN,True,-290.0968,0.604,0.899,11.47,-2.438,190,"Atoms(symbols='HO33Pd12Sr8', pbc=True, cell=[8.029992124445425, 8.029992124445425, 25.03749015555678], constraint=FixAtoms(indices=[1, 2, 3, 4, 5, 9, 10, 11, 12, 13, 17, 18, 19, 20, 21, 25, 26, 27, 28, 29, 34, 35, 37, 38, 40, 41, 43, 44, 46, 48, 50, 52]))",NaN
41,KWO3,True,-335.7969,0,0,16.0,1,"Atoms(symbols='K8O32W12', pbc=True, cell=[8.041348800078245, 8.041348800078245, 25.051686000097806], constraint=FixAtoms(indices=[0, 2, 4, 6, 8, 9, 10, 12, 13, 16, 17, 18, 20, 21, 24, 25, 26, 28, 29, 32, 33, 34, 36, 37, 40, 41, 43, 44, 46, 47, 49, 50]))",NaN,True,-352.357,1.722,2.067,15.0,-1.0,8,"Atoms(symbols='HK8O34W12', pbc=True, cell=[8.041348800078245, 8.041348800078245, 25.051686000097806], constraint=FixAtoms(indices=[1, 3, 5, 7, 9, 10, 11, 13, 14, 17, 18, 19, 21, 22, 25, 26, 27, 29, 30, 33, 34, 35, 37, 38, 43, 44, 46, 47, 49, 50, 52, 53]))",NaN,True,-344.4652,-1.22,-1.2,14.0,-2.0,50,"Atoms(symbols='K8O33W12', pbc=True, cell=[8.041348800078245, 8.041348800078245, 25.051686000097806], constraint=FixAtoms(indices=[0, 2, 4, 6, 8, 9, 10, 12, 13, 16, 17, 18, 20, 21, 24, 25, 26, 28, 29, 32, 33, 34, 36, 37, 41, 42, 44, 45, 47, 48, 50, 51]))",NaN,True,-348.05,-1.419,-1.124,15.0,-1.0,134,"Atoms(symbols='HK8O33W12', pbc=True, cell=[8.041348800078245, 8.041348800078245, 25.051686000097806], constraint=FixAtoms(indices=[1, 3, 5, 7, 9, 10, 11, 13, 14, 17, 18, 19, 21, 22, 25, 26, 27, 29, 30, 33, 34, 35, 37, 38, 42, 43, 45, 46, 48, 49, 51, 52]))",NaN
42,KRhO3,True,-285.8724,0,0,25.241,1,"Atoms(symbols='K8O32Rh12', pbc=True, cell=[7.9300891297198834, 7.9300891297198834, 24.912611412149854], constraint=FixAtoms(indices=[0, 2, 4, 6, 8, 9, 10, 11, 12, 16, 17, 18, 19, 20, 24, 25, 26, 27, 28, 32, 33, 34, 35, 36, 40, 41, 43, 44, 46, 47, 49, 50]))",NaN,True,-299.9959,4.159,4.504,22.503,-2.738,93,"Atoms(symbols='HK8O34Rh12', pbc=True, cell=[7.9300891297198834, 7.9300891297198834, 24.912611412149854], constraint=FixAtoms(indices=[1, 3, 5, 7, 9, 10, 11, 12, 13, 17, 18, 19, 20, 21, 25, 26, 27, 28, 29, 33, 34, 35, 36, 37, 43, 44, 46, 47, 49, 50, 52, 53]))",NaN,True,-290.0194,3.301,3.321,26.023,0.782,34,"Atoms(symbols='K8O33Rh12', pbc=True, cell=[7.9300891297198834, 7.9300891297198834, 24.912611412149854], constraint=FixAtoms(indices=[0, 2, 4, 6, 8, 9, 10, 11, 12, 16, 17, 18, 19, 20, 24, 25, 26, 27, 28, 32, 33, 34, 35, 36, 41, 42, 44, 45, 47, 48, 50, 51]))",NaN,True,-295.4338,1.273,1.568,24.021,-1.22,99,"Atoms(symbols='HK8O33Rh12', pbc=True, cell=[7.9300891297198834, 7.9300891297198834, 24.912611412149854], constraint=FixAtoms(indices=[1, 3, 5, 7, 9, 10, 11, 12, 13, 17, 18, 19, 20, 21, 25, 26, 27, 28, 29, 33, 34, 35, 36, 37, 42, 43, 45, 46, 48, 49, 51, 52]))",NaN
43,BaCuO3,True,-261.2082,0,0,15.902,1,"Atoms(symbols='Ba8Cu12O32', pbc=True, cell=[8.017674115815634, 8.017674115815634, 25.022092644769543], constraint=FixAtoms(indices=[0, 2, 4, 6, 8, 9, 11, 12, 14, 15, 17, 18, 20, 21, 22, 24, 25, 28, 29, 30, 32, 33, 36, 37, 38, 40, 41, 44, 45, 46, 48, 49]))",NaN,True,-275.0806,4.41,4.755,16.833,0.931,126,"Atoms(symbols='Ba8Cu12HO34', pbc=True, cell=[8.017674115815634, 8.017674115815634, 25.022092644769543], constraint=FixAtoms(indices=[0, 2, 4, 6, 8, 9, 11, 12, 14, 15, 17, 18, 21, 22, 23, 25, 26, 29, 30, 31, 33, 34, 37, 38, 39, 41, 42, 45, 46, 47, 49, 50]))",NaN,True,-264.7268,3.93,3.95,17.922,2.02,40,"Atoms(symbols='Ba8Cu12O33', pbc=True, cell=[8.017674115815634, 8.017674115815634, 25.022092644769543], constraint=FixAtoms(indices=[0, 2, 4, 6, 8, 9, 11, 12, 14, 15, 17, 18, 20, 21, 22, 24, 25, 28, 29, 30, 32, 33, 36, 37, 38, 40, 41, 44, 45, 46, 48, 49]))",NaN,True,-270.5158,1.526,1.821,16.337,0.435,114,"Atoms(symbols='Ba8Cu12HO33', pbc=True, cell=[8.017674115815634, 8.017674115815634, 25.022092644769543], constraint=FixAtoms(indices=[0, 2, 4, 6, 8, 9, 11, 12, 14, 15, 17, 18, 21, 22, 23, 25, 26, 29, 30, 31, 33, 34, 37, 38, 39, 41, 42, 45, 46, 47, 49, 50]))",NaN
44,RbNbO3,True,-403.1681,0,0,-0.001,1,"Atoms(symbols='Nb12O32Rb8', pbc=True, cell=[8.197712, 8.197712, 25.247139999999998], constraint=FixAtoms(indices=[0, 1, 3, 4, 6, 7, 9, 10, 12, 13, 14, 16, 17, 20, 21, 22, 24, 25, 28, 29, 30, 32, 33, 36, 37, 38, 40, 41, 44, 46, 48, 50]))",NaN,True,-418.6085,2.842,3.187,1.109,1.11,170,"Atoms(symbols='HNb12O34Rb8', pbc=True, cell=[8.197712, 8.197712, 25.247139999999998], constraint=FixAtoms(indices=[1, 2, 4, 5, 7, 8, 10, 11, 13, 14, 15, 17, 18, 21, 22, 23, 25, 26, 29, 30, 31, 33, 34, 37, 38, 39, 41, 42, 47, 49, 51, 53]))",NaN,True,-410.3546,0.262,0.282,1.739,1.739,164,"Atoms(symbols='Nb12O33Rb8', pbc=True, cell=[8.197712, 8.197712, 25.247139999999998], constraint=FixAtoms(indices=[0, 1, 3, 4, 6, 7, 9, 10, 12, 13, 14, 16, 17, 20, 21, 22, 24, 25, 28, 29, 30, 32, 33, 36, 37, 38, 40, 41, 45, 47, 49, 51]))",NaN,True,-414.6413,-0.639,-0.344,1.16,1.161,107,"Atoms(symbols='HNb12O33Rb8', pbc=True, cell=[8.197712, 8.197712, 25.247139999999998], constraint=FixAtoms(indices=[1, 2, 4, 5, 7, 8, 10, 11, 13, 14, 15, 17, 18, 21, 22, 23, 25, 26, 29, 30, 31, 33, 34, 37, 38, 39, 41, 42, 46, 48, 50, 52]))",NaN
